,time,volume,Timestamp,close,open,high,low,RF_BuySignal,RF_SellSignal,rsi_buy,rsi_sell,gaizy_color,GreenArrow,RedArrow,BarIndex,Signal_Final
1970-01-01 00:00:00.000000922,1753174800,264003,2025-07-22 09:00:00,3640.375,3647.2739058017587,3650.65,3628.7,0,0,False,False,black,False,False,3.0,0
1970-01-01 00:00:00.000000923,1753175700,389977,2025-07-22 09:15:00,3635.875,3643.8244529008794,3648.2,3618.45,0,0,False,False,black,False,False,4.0,0
1970-01-01 00:00:00.000000924,1753176600,294544,2025-07-22 09:30:00,3653.8,3639.8497264504394,3664.9,3639.8497264504394,0,0,False,False,black,False,False,5.0,0
1970-01-01 00:00:00.000000925,1753177500,223544,2025-07-22 09:45:00,3661.45,3646.82486322522,3668.35,3646.82486322522,0,0,False,False,black,False,False,6.0,0
1970-01-01 00:00:00.000000926,1753178400,254841,2025-07-22 10:00:00,3666.8625,3654.13743161261,3673.75,3654.13743161261,0,0,False,False,green,False,False,7.0,0
1970-01-01 00:00:00.000000927,1753179300,180502,2025-07-22 10:15:00,3670.875,3660.499965806305,3675.75,3660.499965806305,0,0,False,False,green,False,False,8.0,0
1970-01-01 00:00:00.000000928,1753180200,366511,2025-07-22 10:30:00,3679.6875,3665.6874829031526,3687.85,3665.6874829031526,0,0,False,False,green,True,False,9.0,1
1970-01-01 00:00:00.000000929,1753181100,254967,2025-07-22 10:45:00,3691.0625,3672.6874914515765,3698.45,3672.6874914515765,0,0,False,False,green,False,False,1.0,0
1970-01-01 00:00:00.000000930,1753182000,356101,2025-07-22 11:00:00,3696.1499999999996,3681.8749957257883,3704.5,3681.8749957257883,1,0,False,False,green,False,False,1.0,0
1970-01-01 00:00:00.000000931,1753182900,211567,2025-07-22 11:15:00,3695.8375,3689.0124978628937,3701.15,3689.0124978628937,0,0,False,False,green,False,False,2.0,0
1970-01-01 00:00:00.000000932,1753183800,300500,2025-07-22 11:30:00,3695.7875000000004,3692.4249989314467,3701.2,3683.3,0,0,False,False,green,False,False,3.0,0
1970-01-01 00:00:00.000000933,1753184700,476539,2025-07-22 11:45:00,3705.7875,3694.1062494657235,3719.9,3694.1062494657235,0,0,False,False,green,True,False,4.0,0
1970-01-01 00:00:00.000000934,1753185600,238979,2025-07-22 12:00:00,3705.5125000000003,3699.946874732862,3711.2,3699.946874732862,0,0,False,False,green,False,False,1.0,0
1970-01-01 00:00:00.000000935,1753186500,289884,2025-07-22 12:15:00,3701.5249999999996,3702.729687366431,3705.65,3694.5,0,0,False,False,green,False,False,2.0,0
1970-01-01 00:00:00.000000936,1753187400,313524,2025-07-22 12:30:00,3701.1625,3702.1273436832153,3708.35,3690.75,0,0,False,False,green,False,False,3.0,0
1970-01-01 00:00:00.000000937,1753188300,221997,2025-07-22 12:45:00,3701.1749999999997,3701.6449218416074,3706.5,3692.0,0,0,False,False,green,False,False,4.0,0
1970-01-01 00:00:00.000000938,1753189200,243984,2025-07-22 13:00:00,3701.2625000000003,3701.4099609208033,3706.65,3693.15,0,0,False,False,green,False,False,5.0,0
1970-01-01 00:00:00.000000939,1753190100,135962,2025-07-22 13:15:00,3698.5875,3701.3362304604016,3703.4,3692.0,0,0,False,False,green,False,False,6.0,0
1970-01-01 00:00:00.000000940,1753191000,824948,2025-07-22 13:30:00,3690.0875,3699.9618652302006,3703.25,3667.7,0,0,False,False,green,False,True,7.0,0
1970-01-01 00:00:00.000000941,1753191900,888381,2025-07-22 13:45:00,3667.325,3695.0246826151006,3695.0246826151006,3634.25,0,0,False,False,green,False,False,1.0,0
1970-01-01 00:00:00.000000942,1753192800,615227,2025-07-22 14:00:00,3655.2875,3681.17484130755,3681.17484130755,3627.0,0,1,False,False,green,False,False,1.0,0
1970-01-01 00:00:00.000000943,1753193700,403477,2025-07-22 14:15:00,3665.5625,3668.231170653775,3676.4,3652.0,0,0,False,False,black,False,False,2.0,0
1970-01-01 00:00:00.000000944,1753194600,315907,2025-07-22 14:30:00,3669.4375,3666.8968353268874,3682.15,3659.7,0,0,False,False,black,False,False,3.0,0
1970-01-01 00:00:00.000000945,1753195500,550533,2025-07-22 14:45:00,3689.2999999999997,3668.1671676634437,3708.85,3666.8,0,0,False,False,black,False,False,4.0,0
1970-01-01 00:00:00.000000946,1753196400,414513,2025-07-22 15:00:00,3705.1625000000004,3678.7335838317217,3710.45,3678.7335838317217,1,0,False,False,black,True,False,5.0,2
1970-01-01 00:00:00.000000947,1753197300,668797,2025-07-22 15:15:00,3713.5999999999995,3691.948041915861,3729.5,3691.948041915861,0,0,False,False,black,False,False,1.0,0
1970-01-01 00:00:00.000000948,1753198200,353798,2025-07-22 15:30:00,3714.0374999999995,3702.77402095793,3724.5,3702.77402095793,0,0,False,False,black,False,False,1.0,0
1970-01-01 00:00:00.000000949,1753199100,357797,2025-07-22 15:45:00,3716.7625,3708.405760478965,3729.6,3708.405760478965,0,0,False,False,black,False,False,2.0,0
1970-01-01 00:00:00.000000950,1753200000,605400,2025-07-22 16:00:00,3727.4750000000004,3712.5841302394824,3741.35,3710.3,0,0,False,False,black,False,False,3.0,0
1970-01-01 00:00:00.000000951,1753200900,487041,2025-07-22 16:15:00,3736.975,3720.029565119741,3750.75,3720.029565119741,0,0,False,False,black,True,False,4.0,0
1970-01-01 00:00:00.000000952,1753201800,307423,2025-07-22 16:30:00,3731.6625,3728.5022825598708,3740.0,3722.65,0,0,False,False,black,False,False,1.0,0
1970-01-01 00:00:00.000000953,1753202700,296317,2025-07-22 16:45:00,3725.4750000000004,3730.082391279935,3733.65,3716.55,0,0,False,False,black,False,False,2.0,0
1970-01-01 00:00:00.000000954,1753203600,701343,2025-07-22 17:00:00,3703.5,3727.7786956399677,3727.7786956399677,3681.95,0,0,False,False,black,False,True,3.0,0
1970-01-01 00:00:00.000000955,1753204500,565900,2025-07-22 17:15:00,3689.0375000000004,3715.639347819984,3715.639347819984,3676.75,0,1,False,False,black,False,False,1.0,-2
1970-01-01 00:00:00.000000956,1753205400,455798,2025-07-22 17:30:00,3694.6625,3702.3384239099923,3708.3,3681.55,0,0,False,False,black,False,False,2.0,0
1970-01-01 00:00:00.000000957,1753206300,158505,2025-07-22 17:45:00,3699.7625,3698.5004619549964,3708.25,3692.0,0,0,False,False,black,False,False,3.0,0
1970-01-01 00:00:00.000000958,1753207200,336557,2025-07-22 18:00:00,3696.5499999999997,3699.131480977498,3706.1,3681.15,0,0,False,False,black,False,False,4.0,0
1970-01-01 00:00:00.000000959,1753208100,188693,2025-07-22 18:15:00,3696.175,3697.840740488749,3703.25,3681.6,0,0,False,False,black,False,False,5.0,0
